,real_index,1,8,9,10,11,12
18547,6233,2021-4-9 4,17.7,91,1013.6,1.5,30.6
18548,6234,2021-4-9 5,17.8,89,1014.0,1.5,29.7
18549,6235,2021-4-9 6,18.3,88,1014.8,1.3,23.7
18550,6236,2021-4-9 7,18.6,84,1015.8,1.6,29.6
18551,6237,2021-4-9 8,18.8,82,1016.6,1.9,24.1
18552,6238,2021-4-9 9,19.2,78,1016.9,1.9,35.5
18553,6239,2021-4-9 10,19.8,75,1017.1,1.6,35.1
18554,6240,2021-4-9 11,20.0,74,1017.0,1.5,30.8
18555,6241,2021-4-9 12,20.3,72,1016.5,1.5,38.2
18556,6242,2021-4-9 13,20.7,70,1015.8,1.4,30.9
18557,6243,2021-4-9 14,21.2,67,1015.1,1.6,42.2
18558,6244,2021-4-9 15,21.4,66,1014.6,1.7,51.5
18559,6245,2021-4-9 16,21.4,66,1014.3,1.3,39.6
18560,6246,2021-4-9 17,21.5,67,1014.4,1.0,41.8
18561,6247,2021-4-9 18,21.5,68,1014.4,1.0,62.7
18562,6248,2021-4-9 19,21.5,68,1014.9,0.6,52.1
18563,6249,2021-4-9 20,21.4,70,1015.5,0.6,351.3
18564,6250,2021-4-9 21,21.3,68,1016.2,0.8,356.7
18565,6251,2021-4-9 22,21.1,71,1016.7,0.5,72.1
18566,6252,2021-4-9 23,21.0,75,1017.1,0.4,355.2
18567,6253,2021-4-10 0,20.9,72,1016.9,0.7,3.9
18568,6254,2021-4-10 1,20.8,70,1016.6,0.6,42.7
18569,6255,2021-4-10 2,20.6,72,1016.4,0.4,31.1
18570,6256,2021-4-10 3,20.6,74,1016.0,0.7,49.8
18571,6257,2021-4-10 4,20.5,74,1015.9,0.6,80.5
18572,6258,2021-4-10 5,20.6,76,1016.0,0.9,81.9
18573,6259,2021-4-10 6,20.8,79,1016.7,0.5,61.3
18574,6260,2021-4-10 7,21.0,78,1017.4,1.3,95.8
18575,6261,2021-4-10 8,21.6,74,1018.1,1.4,118.4
18576,6262,2021-4-10 9,22.4,69,1018.5,1.7,112.4
18577,6263,2021-4-10 10,23.3,65,1018.5,1.8,84.1
18578,6264,2021-4-10 11,24.2,61,1018.2,1.6,82.2
18579,6265,2021-4-10 12,24.4,61,1017.6,1.2,354.5
18580,6266,2021-4-10 13,25.0,60,1016.8,1.1,316.6
18581,6267,2021-4-10 14,25.5,57,1015.9,1.1,5.8
18582,6268,2021-4-10 15,25.7,55,1014.9,1.2,144.1
18583,6269,2021-4-10 16,26.3,53,1014.5,0.8,82.8
18584,6270,2021-4-10 17,25.8,54,1014.5,1.2,54.9
18585,6271,2021-4-10 18,25.6,56,1014.7,0.8,96.0
18586,6272,2021-4-10 19,25.0,58,1015.0,0.9,96.4
18587,6273,2021-4-10 20,24.6,58,1015.5,0.7,70.9
18588,6274,2021-4-10 21,23.7,63,1016.3,0.6,18.7
18589,6275,2021-4-10 22,23.2,64,1017.0,1.0,64.6
18590,6276,2021-4-10 23,22.6,67,1017.0,0.8,309.5
18591,6277,2021-4-11 0,22.1,70,1017.0,1.2,70.1
18592,6278,2021-4-11 1,21.8,74,1017.1,0.9,23.0
18593,6279,2021-4-11 2,21.8,75,1017.0,0.8,57.5
18594,6280,2021-4-11 3,21.7,76,1016.8,0.8,73.5
18595,6281,2021-4-11 4,21.6,76,1016.7,1.3,101.5
18596,6282,2021-4-11 5,21.6,76,1017.1,1.0,93.0
18597,6283,2021-4-11 6,21.2,78,1017.6,1.3,107.8
18598,6284,2021-4-11 7,21.7,73,1018.4,1.6,119.7
18599,6285,2021-4-11 8,22.5,67,1018.9,2.0,86.6
18600,6286,2021-4-11 9,23.4,65,1019.3,2.1,99.7
18601,6287,2021-4-11 10,24.3,63,1019.1,1.9,93.5
18602,6288,2021-4-11 11,25.3,59,1018.5,1.6,84.2
18603,6289,2021-4-11 12,26.4,57,1017.5,1.6,101.1
18604,6290,2021-4-11 13,27.1,56,1016.3,1.8,94.6
18605,6291,2021-4-11 14,28.0,54,1014.9,1.9,105.2
18606,6292,2021-4-11 15,28.7,53,1014.0,1.9,131.2
18607,6293,2021-4-11 16,28.4,55,1013.4,2.0,88.5
18608,6294,2021-4-11 17,27.5,58,1013.2,2.0,87.9
18609,6295,2021-4-11 18,26.8,61,1013.4,1.6,109.9
18610,6296,2021-4-11 19,26.2,61,1013.7,1.6,108.8
18611,6297,2021-4-11 20,25.7,62,1014.1,0.9,57.6
18612,6298,2021-4-11 21,25.1,64,1015.0,1.0,297.3
18613,6299,2021-4-11 22,24.7,66,1015.7,1.5,248.4
18614,6300,2021-4-11 23,24.0,68,1016.1,1.5,251.3
18615,6253,2021-4-10 0,20.9,72,1016.9,0.7,3.9
18616,6254,2021-4-10 1,20.8,70,1016.6,0.6,42.7
18617,6255,2021-4-10 2,20.6,72,1016.4,0.4,31.1
18618,6256,2021-4-10 3,20.6,74,1016.0,0.7,49.8
18619,6257,2021-4-10 4,20.5,74,1015.9,0.6,80.5
18620,6258,2021-4-10 5,20.6,76,1016.0,0.9,81.9
18621,6259,2021-4-10 6,20.8,79,1016.7,0.5,61.3
18622,6260,2021-4-10 7,21.0,78,1017.4,1.3,95.8
18623,6261,2021-4-10 8,21.6,74,1018.1,1.4,118.4
18624,6262,2021-4-10 9,22.4,69,1018.5,1.7,112.4
18625,6263,2021-4-10 10,23.3,65,1018.5,1.8,84.1
18626,6264,2021-4-10 11,24.2,61,1018.2,1.6,82.2
18627,6265,2021-4-10 12,24.4,61,1017.6,1.2,354.5
18628,6266,2021-4-10 13,25.0,60,1016.8,1.1,316.6
18629,6267,2021-4-10 14,25.5,57,1015.9,1.1,5.8
18630,6268,2021-4-10 15,25.7,55,1014.9,1.2,144.1
18631,6269,2021-4-10 16,26.3,53,1014.5,0.8,82.8
18632,6270,2021-4-10 17,25.8,54,1014.5,1.2,54.9
18633,6271,2021-4-10 18,25.6,56,1014.7,0.8,96.0
18634,6272,2021-4-10 19,25.0,58,1015.0,0.9,96.4
18635,6273,2021-4-10 20,24.6,58,1015.5,0.7,70.9
18636,6274,2021-4-10 21,23.7,63,1016.3,0.6,18.7
18637,6275,2021-4-10 22,23.2,64,1017.0,1.0,64.6
18638,6276,2021-4-10 23,22.6,67,1017.0,0.8,309.5
18639,6277,2021-4-11 0,22.1,70,1017.0,1.2,70.1
18640,6278,2021-4-11 1,21.8,74,1017.1,0.9,23.0
18641,6279,2021-4-11 2,21.8,75,1017.0,0.8,57.5
18642,6280,2021-4-11 3,21.7,76,1016.8,0.8,73.5
18643,6281,2021-4-11 4,21.6,76,1016.7,1.3,101.5
18644,6282,2021-4-11 5,21.6,76,1017.1,1.0,93.0
18645,6283,2021-4-11 6,21.2,78,1017.6,1.3,107.8
18646,6284,2021-4-11 7,21.7,73,1018.4,1.6,119.7
18647,6285,2021-4-11 8,22.5,67,1018.9,2.0,86.6
18648,6286,2021-4-11 9,23.4,65,1019.3,2.1,99.7
18649,6287,2021-4-11 10,24.3,63,1019.1,1.9,93.5
18650,6288,2021-4-11 11,25.3,59,1018.5,1.6,84.2
18651,6289,2021-4-11 12,26.4,57,1017.5,1.6,101.1
18652,6290,2021-4-11 13,27.1,56,1016.3,1.8,94.6
18653,6291,2021-4-11 14,28.0,54,1014.9,1.9,105.2
18654,6292,2021-4-11 15,28.7,53,1014.0,1.9,131.2
18655,6293,2021-4-11 16,28.4,55,1013.4,2.0,88.5
18656,6294,2021-4-11 17,27.5,58,1013.2,2.0,87.9
18657,6295,2021-4-11 18,26.8,61,1013.4,1.6,109.9
18658,6296,2021-4-11 19,26.2,61,1013.7,1.6,108.8
18659,6297,2021-4-11 20,25.7,62,1014.1,0.9,57.6
18660,6298,2021-4-11 21,25.1,64,1015.0,1.0,297.3
18661,6299,2021-4-11 22,24.7,66,1015.7,1.5,248.4
18662,6300,2021-4-11 23,24.0,68,1016.1,1.5,251.3
18663,6301,2021-4-12 0,23.4,69,1015.8,1.2,301.2
18664,6302,2021-4-12 1,22.9,70,1015.7,1.2,294.8
18665,6303,2021-4-12 2,22.5,72,1015.2,0.8,307.7
18666,6304,2021-4-12 3,21.9,77,1014.8,0.6,38.6
18667,6305,2021-4-12 4,21.8,81,1014.8,0.6,33.8
18668,6306,2021-4-12 5,21.8,83,1015.0,0.4,16.0
18669,6307,2021-4-12 6,21.7,86,1015.5,0.5,76.2
18670,6308,2021-4-12 7,22.8,82,1016.1,0.8,77.9
18671,6309,2021-4-12 8,24.2,72,1016.3,1.3,87.3
18672,6310,2021-4-12 9,25.7,67,1016.4,1.1,99.1
18673,6311,2021-4-12 10,26.9,63,1016.0,1.4,138.1
18674,6312,2021-4-12 11,27.8,61,1015.5,1.2,189.0
18675,6313,2021-4-12 12,28.4,60,1014.7,1.3,203.0
18676,6314,2021-4-12 13,29.1,57,1013.5,1.4,205.7
18677,6315,2021-4-12 14,29.2,59,1012.4,2.0,109.0
18678,6316,2021-4-12 15,28.4,64,1011.6,2.2,101.0
18679,6317,2021-4-12 16,28.6,63,1011.0,1.9,105.7
18680,6318,2021-4-12 17,28.6,64,1010.8,1.7,110.2
18681,6319,2021-4-12 18,27.7,67,1011.2,1.8,107.8
18682,6320,2021-4-12 19,26.9,70,1011.6,1.1,103.6
18683,6321,2021-4-12 20,26.5,71,1012.0,1.5,258.9
18684,6322,2021-4-12 21,26.1,72,1012.8,1.3,234.6
18685,6323,2021-4-12 22,25.5,76,1013.1,0.7,294.5
18686,6324,2021-4-12 23,25.2,78,1013.1,1.5,235.6
18687,6277,2021-4-11 0,22.1,70,1017.0,1.2,70.1
18688,6278,2021-4-11 1,21.8,74,1017.1,0.9,23.0
18689,6279,2021-4-11 2,21.8,75,1017.0,0.8,57.5
18690,6280,2021-4-11 3,21.7,76,1016.8,0.8,73.5
18691,6281,2021-4-11 4,21.6,76,1016.7,1.3,101.5
18692,6282,2021-4-11 5,21.6,76,1017.1,1.0,93.0
18693,6283,2021-4-11 6,21.2,78,1017.6,1.3,107.8
18694,6284,2021-4-11 7,21.7,73,1018.4,1.6,119.7
18695,6285,2021-4-11 8,22.5,67,1018.9,2.0,86.6
18696,6286,2021-4-11 9,23.4,65,1019.3,2.1,99.7
18697,6287,2021-4-11 10,24.3,63,1019.1,1.9,93.5
18698,6288,2021-4-11 11,25.3,59,1018.5,1.6,84.2
18699,6289,2021-4-11 12,26.4,57,1017.5,1.6,101.1
18700,6290,2021-4-11 13,27.1,56,1016.3,1.8,94.6
18701,6291,2021-4-11 14,28.0,54,1014.9,1.9,105.2
18702,6292,2021-4-11 15,28.7,53,1014.0,1.9,131.2
18703,6293,2021-4-11 16,28.4,55,1013.4,2.0,88.5
18704,6294,2021-4-11 17,27.5,58,1013.2,2.0,87.9
18705,6295,2021-4-11 18,26.8,61,1013.4,1.6,109.9
18706,6296,2021-4-11 19,26.2,61,1013.7,1.6,108.8
18707,6297,2021-4-11 20,25.7,62,1014.1,0.9,57.6
18708,6298,2021-4-11 21,25.1,64,1015.0,1.0,297.3
18709,6299,2021-4-11 22,24.7,66,1015.7,1.5,248.4
18710,6300,2021-4-11 23,24.0,68,1016.1,1.5,251.3
18711,6301,2021-4-12 0,23.4,69,1015.8,1.2,301.2
18712,6302,2021-4-12 1,22.9,70,1015.7,1.2,294.8
18713,6303,2021-4-12 2,22.5,72,1015.2,0.8,307.7
18714,6304,2021-4-12 3,21.9,77,1014.8,0.6,38.6
18715,6305,2021-4-12 4,21.8,81,1014.8,0.6,33.8
18716,6306,2021-4-12 5,21.8,83,1015.0,0.4,16.0
18717,6307,2021-4-12 6,21.7,86,1015.5,0.5,76.2
18718,6308,2021-4-12 7,22.8,82,1016.1,0.8,77.9
18719,6309,2021-4-12 8,24.2,72,1016.3,1.3,87.3
18720,6310,2021-4-12 9,25.7,67,1016.4,1.1,99.1
18721,6311,2021-4-12 10,26.9,63,1016.0,1.4,138.1
18722,6312,2021-4-12 11,27.8,61,1015.5,1.2,189.0
18723,6313,2021-4-12 12,28.4,60,1014.7,1.3,203.0
18724,6314,2021-4-12 13,29.1,57,1013.5,1.4,205.7
18725,6315,2021-4-12 14,29.2,59,1012.4,2.0,109.0
18726,6316,2021-4-12 15,28.4,64,1011.6,2.2,101.0
18727,6317,2021-4-12 16,28.6,63,1011.0,1.9,105.7
18728,6318,2021-4-12 17,28.6,64,1010.8,1.7,110.2
18729,6319,2021-4-12 18,27.7,67,1011.2,1.8,107.8
18730,6320,2021-4-12 19,26.9,70,1011.6,1.1,103.6
18731,6321,2021-4-12 20,26.5,71,1012.0,1.5,258.9
18732,6322,2021-4-12 21,26.1,72,1012.8,1.3,234.6
18733,6323,2021-4-12 22,25.5,76,1013.1,0.7,294.5
18734,6324,2021-4-12 23,25.2,78,1013.1,1.5,235.6
18735,6325,2021-4-13 0,24.8,80,1012.8,1.0,245.4
18736,6326,2021-4-13 1,24.4,81,1012.4,1.0,231.7
18737,6327,2021-4-13 2,24.2,83,1012.1,0.9,236.0
18738,6328,2021-4-13 3,23.6,85,1011.8,0.4,346.1
18739,6329,2021-4-13 4,23.4,87,1011.8,0.4,323.9
18740,6330,2021-4-13 5,23.3,88,1012.2,0.5,9.8
18741,6331,2021-4-13 6,23.5,87,1012.9,0.6,352.0
18742,6332,2021-4-13 7,24.4,83,1013.5,0.8,192.6
18743,6333,2021-4-13 8,25.6,76,1013.8,1.1,226.9
18744,6334,2021-4-13 9,26.8,70,1014.1,0.8,268.1
18745,6335,2021-4-13 10,27.6,66,1013.9,0.9,226.7
18746,6336,2021-4-13 11,28.2,63,1013.3,1.2,143.6
18747,6337,2021-4-13 12,29.3,60,1012.4,1.4,198.0
18748,6338,2021-4-13 13,29.8,58,1011.2,1.7,122.5
18749,6339,2021-4-13 14,30.2,56,1010.2,1.5,87.9
18750,6340,2021-4-13 15,30.4,57,1009.3,1.8,73.8
18751,6341,2021-4-13 16,30.3,58,1008.7,1.3,83.7
18752,6342,2021-4-13 17,29.9,61,1008.5,1.4,100.3
18753,6343,2021-4-13 18,29.2,62,1008.7,1.5,102.5
18754,6344,2021-4-13 19,28.5,62,1009.0,1.5,259.4
18755,6345,2021-4-13 20,27.8,63,1009.6,2.2,241.0
18756,6346,2021-4-13 21,27.1,67,1010.3,1.5,244.4
18757,6347,2021-4-13 22,26.4,70,1010.9,1.4,261.9
18758,6348,2021-4-13 23,25.8,74,1011.1,1.1,255.4
18759,6301,2021-4-12 0,23.4,69,1015.8,1.2,301.2
18760,6302,2021-4-12 1,22.9,70,1015.7,1.2,294.8
18761,6303,2021-4-12 2,22.5,72,1015.2,0.8,307.7
18762,6304,2021-4-12 3,21.9,77,1014.8,0.6,38.6
18763,6305,2021-4-12 4,21.8,81,1014.8,0.6,33.8
18764,6306,2021-4-12 5,21.8,83,1015.0,0.4,16.0
18765,6307,2021-4-12 6,21.7,86,1015.5,0.5,76.2
18766,6308,2021-4-12 7,22.8,82,1016.1,0.8,77.9
18767,6309,2021-4-12 8,24.2,72,1016.3,1.3,87.3
18768,6310,2021-4-12 9,25.7,67,1016.4,1.1,99.1
18769,6311,2021-4-12 10,26.9,63,1016.0,1.4,138.1
18770,6312,2021-4-12 11,27.8,61,1015.5,1.2,189.0
18771,6313,2021-4-12 12,28.4,60,1014.7,1.3,203.0
18772,6314,2021-4-12 13,29.1,57,1013.5,1.4,205.7
18773,6315,2021-4-12 14,29.2,59,1012.4,2.0,109.0
18774,6316,2021-4-12 15,28.4,64,1011.6,2.2,101.0
18775,6317,2021-4-12 16,28.6,63,1011.0,1.9,105.7
18776,6318,2021-4-12 17,28.6,64,1010.8,1.7,110.2
18777,6319,2021-4-12 18,27.7,67,1011.2,1.8,107.8
18778,6320,2021-4-12 19,26.9,70,1011.6,1.1,103.6
18779,6321,2021-4-12 20,26.5,71,1012.0,1.5,258.9
18780,6322,2021-4-12 21,26.1,72,1012.8,1.3,234.6
18781,6323,2021-4-12 22,25.5,76,1013.1,0.7,294.5
18782,6324,2021-4-12 23,25.2,78,1013.1,1.5,235.6
18783,6325,2021-4-13 0,24.8,80,1012.8,1.0,245.4
18784,6326,2021-4-13 1,24.4,81,1012.4,1.0,231.7
18785,6327,2021-4-13 2,24.2,83,1012.1,0.9,236.0
18786,6328,2021-4-13 3,23.6,85,1011.8,0.4,346.1
18787,6329,2021-4-13 4,23.4,87,1011.8,0.4,323.9
18788,6330,2021-4-13 5,23.3,88,1012.2,0.5,9.8
18789,6331,2021-4-13 6,23.5,87,1012.9,0.6,352.0
18790,6332,2021-4-13 7,24.4,83,1013.5,0.8,192.6
18791,6333,2021-4-13 8,25.6,76,1013.8,1.1,226.9
18792,6334,2021-4-13 9,26.8,70,1014.1,0.8,268.1
18793,6335,2021-4-13 10,27.6,66,1013.9,0.9,226.7
18794,6336,2021-4-13 11,28.2,63,1013.3,1.2,143.6
18795,6337,2021-4-13 12,29.3,60,1012.4,1.4,198.0
18796,6338,2021-4-13 13,29.8,58,1011.2,1.7,122.5
18797,6339,2021-4-13 14,30.2,56,1010.2,1.5,87.9
18798,6340,2021-4-13 15,30.4,57,1009.3,1.8,73.8
18799,6341,2021-4-13 16,30.3,58,1008.7,1.3,83.7
18800,6342,2021-4-13 17,29.9,61,1008.5,1.4,100.3
18801,6343,2021-4-13 18,29.2,62,1008.7,1.5,102.5
18802,6344,2021-4-13 19,28.5,62,1009.0,1.5,259.4
18803,6345,2021-4-13 20,27.8,63,1009.6,2.2,241.0
18804,6346,2021-4-13 21,27.1,67,1010.3,1.5,244.4
18805,6347,2021-4-13 22,26.4,70,1010.9,1.4,261.9
18806,6348,2021-4-13 23,25.8,74,1011.1,1.1,255.4
18807,6349,2021-4-14 0,25.5,75,1010.8,1.1,250.7
18808,6350,2021-4-14 1,25.1,78,1010.7,0.7,242.6
18809,6351,2021-4-14 2,24.5,81,1010.5,0.4,282.5
18810,6352,2021-4-14 3,24.1,85,1010.3,0.5,39.0
18811,6353,2021-4-14 4,24.4,85,1010.4,0.8,68.2
18812,6354,2021-4-14 5,24.4,84,1010.7,0.9,96.8
18813,6355,2021-4-14 6,24.5,84,1011.2,1.1,95.6
18814,6356,2021-4-14 7,25.2,80,1012.0,1.0,82.7
18815,6357,2021-4-14 8,26.0,75,1012.4,1.3,105.0
18816,6358,2021-4-14 9,27.1,68,1012.7,1.6,112.7
18817,6359,2021-4-14 10,28.1,63,1012.4,1.5,177.8
18818,6360,2021-4-14 11,28.6,59,1011.8,1.4,107.6
18819,6361,2021-4-14 12,29.4,58,1010.7,2.0,101.7
18820,6362,2021-4-14 13,29.4,59,1009.8,2.0,113.9
18821,6363,2021-4-14 14,29.2,60,1009.0,1.8,96.9
18822,6364,2021-4-14 15,28.8,62,1008.5,1.8,104.9
18823,6365,2021-4-14 16,28.5,63,1008.3,1.6,98.8
18824,6366,2021-4-14 17,27.7,67,1008.3,2.3,96.2
18825,6367,2021-4-14 18,26.8,70,1008.7,1.9,79.3
18826,6368,2021-4-14 19,25.9,74,1009.3,1.7,101.2
18827,6369,2021-4-14 20,25.6,75,1009.8,1.8,88.8
18828,6370,2021-4-14 21,25.1,79,1010.3,1.7,87.1
18829,6371,2021-4-14 22,25.0,80,1010.8,1.9,104.4
18830,6372,2021-4-14 23,24.8,80,1011.0,1.5,102.4
18831,6325,2021-4-13 0,24.8,80,1012.8,1.0,245.4
18832,6326,2021-4-13 1,24.4,81,1012.4,1.0,231.7
18833,6327,2021-4-13 2,24.2,83,1012.1,0.9,236.0
18834,6328,2021-4-13 3,23.6,85,1011.8,0.4,346.1
18835,6329,2021-4-13 4,23.4,87,1011.8,0.4,323.9
18836,6330,2021-4-13 5,23.3,88,1012.2,0.5,9.8
18837,6331,2021-4-13 6,23.5,87,1012.9,0.6,352.0
18838,6332,2021-4-13 7,24.4,83,1013.5,0.8,192.6
18839,6333,2021-4-13 8,25.6,76,1013.8,1.1,226.9
18840,6334,2021-4-13 9,26.8,70,1014.1,0.8,268.1
18841,6335,2021-4-13 10,27.6,66,1013.9,0.9,226.7
18842,6336,2021-4-13 11,28.2,63,1013.3,1.2,143.6
18843,6337,2021-4-13 12,29.3,60,1012.4,1.4,198.0
18844,6338,2021-4-13 13,29.8,58,1011.2,1.7,122.5
18845,6339,2021-4-13 14,30.2,56,1010.2,1.5,87.9
18846,6340,2021-4-13 15,30.4,57,1009.3,1.8,73.8
18847,6341,2021-4-13 16,30.3,58,1008.7,1.3,83.7
18848,6342,2021-4-13 17,29.9,61,1008.5,1.4,100.3
18849,6343,2021-4-13 18,29.2,62,1008.7,1.5,102.5
18850,6344,2021-4-13 19,28.5,62,1009.0,1.5,259.4
18851,6345,2021-4-13 20,27.8,63,1009.6,2.2,241.0
18852,6346,2021-4-13 21,27.1,67,1010.3,1.5,244.4
18853,6347,2021-4-13 22,26.4,70,1010.9,1.4,261.9
18854,6348,2021-4-13 23,25.8,74,1011.1,1.1,255.4
18855,6349,2021-4-14 0,25.5,75,1010.8,1.1,250.7
18856,6350,2021-4-14 1,25.1,78,1010.7,0.7,242.6
18857,6351,2021-4-14 2,24.5,81,1010.5,0.4,282.5
18858,6352,2021-4-14 3,24.1,85,1010.3,0.5,39.0
18859,6353,2021-4-14 4,24.4,85,1010.4,0.8,68.2
18860,6354,2021-4-14 5,24.4,84,1010.7,0.9,96.8
18861,6355,2021-4-14 6,24.5,84,1011.2,1.1,95.6
18862,6356,2021-4-14 7,25.2,80,1012.0,1.0,82.7
18863,6357,2021-4-14 8,26.0,75,1012.4,1.3,105.0
18864,6358,2021-4-14 9,27.1,68,1012.7,1.6,112.7
18865,6359,2021-4-14 10,28.1,63,1012.4,1.5,177.8
18866,6360,2021-4-14 11,28.6,59,1011.8,1.4,107.6
18867,6361,2021-4-14 12,29.4,58,1010.7,2.0,101.7
18868,6362,2021-4-14 13,29.4,59,1009.8,2.0,113.9
18869,6363,2021-4-14 14,29.2,60,1009.0,1.8,96.9
18870,6364,2021-4-14 15,28.8,62,1008.5,1.8,104.9
18871,6365,2021-4-14 16,28.5,63,1008.3,1.6,98.8
18872,6366,2021-4-14 17,27.7,67,1008.3,2.3,96.2
18873,6367,2021-4-14 18,26.8,70,1008.7,1.9,79.3
18874,6368,2021-4-14 19,25.9,74,1009.3,1.7,101.2
18875,6369,2021-4-14 20,25.6,75,1009.8,1.8,88.8
18876,6370,2021-4-14 21,25.1,79,1010.3,1.7,87.1
18877,6371,2021-4-14 22,25.0,80,1010.8,1.9,104.4
18878,6372,2021-4-14 23,24.8,80,1011.0,1.5,102.4
18879,6373,2021-4-15 0,24.7,79,1010.9,1.8,116.3
18880,6374,2021-4-15 1,24.5,79,1010.5,1.6,119.2
18881,6375,2021-4-15 2,24.4,80,1010.2,1.5,119.2
18882,6376,2021-4-15 3,24.2,80,1009.7,2.1,119.2
18883,6377,2021-4-15 4,24.0,81,1009.6,2.0,118.4
18884,6378,2021-4-15 5,23.9,80,1010.0,1.8,119.7
18885,6379,2021-4-15 6,23.6,81,1010.4,1.6,112.8
18886,6380,2021-4-15 7,23.7,81,1010.6,1.6,113.0
18887,6381,2021-4-15 8,24.2,78,1011.4,1.7,119.0
18888,6382,2021-4-15 9,24.4,77,1011.7,1.6,117.0
18889,6383,2021-4-15 10,24.7,76,1011.6,1.6,111.2
18890,6384,2021-4-15 11,25.1,74,1011.1,1.8,123.0
18891,6385,2021-4-15 12,25.2,74,1010.7,1.6,106.0
18892,6386,2021-4-15 13,25.1,75,1010.1,1.5,98.9
18893,6387,2021-4-15 14,24.5,80,1009.4,1.2,95.6
18894,6388,2021-4-15 15,24.3,80,1009.0,1.3,113.8
18895,6389,2021-4-15 16,24.3,80,1008.8,1.3,103.4
18896,6390,2021-4-15 17,24.2,81,1008.8,1.5,86.7
18897,6391,2021-4-15 18,24.2,81,1009.5,1.3,112.9
18898,6392,2021-4-15 19,24.2,81,1010.1,1.6,117.6
18899,6393,2021-4-15 20,24.1,81,1010.7,1.7,114.0
18900,6394,2021-4-15 21,24.1,81,1011.3,1.4,112.3
18901,6395,2021-4-15 22,24.1,81,1011.8,1.6,117.7
18902,6396,2021-4-15 23,23.7,83,1011.7,1.3,91.2
18903,6349,2021-4-14 0,25.5,75,1010.8,1.1,250.7
18904,6350,2021-4-14 1,25.1,78,1010.7,0.7,242.6
18905,6351,2021-4-14 2,24.5,81,1010.5,0.4,282.5
18906,6352,2021-4-14 3,24.1,85,1010.3,0.5,39.0
18907,6353,2021-4-14 4,24.4,85,1010.4,0.8,68.2
18908,6354,2021-4-14 5,24.4,84,1010.7,0.9,96.8
18909,6355,2021-4-14 6,24.5,84,1011.2,1.1,95.6
18910,6356,2021-4-14 7,25.2,80,1012.0,1.0,82.7
18911,6357,2021-4-14 8,26.0,75,1012.4,1.3,105.0
18912,6358,2021-4-14 9,27.1,68,1012.7,1.6,112.7
18913,6359,2021-4-14 10,28.1,63,1012.4,1.5,177.8
18914,6360,2021-4-14 11,28.6,59,1011.8,1.4,107.6
18915,6361,2021-4-14 12,29.4,58,1010.7,2.0,101.7
18916,6362,2021-4-14 13,29.4,59,1009.8,2.0,113.9
18917,6363,2021-4-14 14,29.2,60,1009.0,1.8,96.9
18918,6364,2021-4-14 15,28.8,62,1008.5,1.8,104.9
18919,6365,2021-4-14 16,28.5,63,1008.3,1.6,98.8
18920,6366,2021-4-14 17,27.7,67,1008.3,2.3,96.2
18921,6367,2021-4-14 18,26.8,70,1008.7,1.9,79.3
18922,6368,2021-4-14 19,25.9,74,1009.3,1.7,101.2
18923,6369,2021-4-14 20,25.6,75,1009.8,1.8,88.8
18924,6370,2021-4-14 21,25.1,79,1010.3,1.7,87.1
18925,6371,2021-4-14 22,25.0,80,1010.8,1.9,104.4
18926,6372,2021-4-14 23,24.8,80,1011.0,1.5,102.4
18927,6373,2021-4-15 0,24.7,79,1010.9,1.8,116.3
18928,6374,2021-4-15 1,24.5,79,1010.5,1.6,119.2
18929,6375,2021-4-15 2,24.4,80,1010.2,1.5,119.2
18930,6376,2021-4-15 3,24.2,80,1009.7,2.1,119.2
18931,6377,2021-4-15 4,24.0,81,1009.6,2.0,118.4
18932,6378,2021-4-15 5,23.9,80,1010.0,1.8,119.7
18933,6379,2021-4-15 6,23.6,81,1010.4,1.6,112.8
18934,6380,2021-4-15 7,23.7,81,1010.6,1.6,113.0
18935,6381,2021-4-15 8,24.2,78,1011.4,1.7,119.0
18936,6382,2021-4-15 9,24.4,77,1011.7,1.6,117.0
18937,6383,2021-4-15 10,24.7,76,1011.6,1.6,111.2
18938,6384,2021-4-15 11,25.1,74,1011.1,1.8,123.0
18939,6385,2021-4-15 12,25.2,74,1010.7,1.6,106.0
18940,6386,2021-4-15 13,25.1,75,1010.1,1.5,98.9
18941,6387,2021-4-15 14,24.5,80,1009.4,1.2,95.6
18942,6388,2021-4-15 15,24.3,80,1009.0,1.3,113.8
18943,6389,2021-4-15 16,24.3,80,1008.8,1.3,103.4
18944,6390,2021-4-15 17,24.2,81,1008.8,1.5,86.7
18945,6391,2021-4-15 18,24.2,81,1009.5,1.3,112.9
18946,6392,2021-4-15 19,24.2,81,1010.1,1.6,117.6
18947,6393,2021-4-15 20,24.1,81,1010.7,1.7,114.0
18948,6394,2021-4-15 21,24.1,81,1011.3,1.4,112.3
18949,6395,2021-4-15 22,24.1,81,1011.8,1.6,117.7
18950,6396,2021-4-15 23,23.7,83,1011.7,1.3,91.2
18951,6397,2021-4-16 0,23.5,83,1011.4,1.2,83.9
18952,6398,2021-4-16 1,23.4,84,1010.9,1.3,68.1
18953,6399,2021-4-16 2,23.1,86,1010.2,1.1,64.3
18954,6400,2021-4-16 3,22.9,90,1010.0,0.6,37.7
18955,6401,2021-4-16 4,22.7,91,1010.0,0.7,51.1
18956,6402,2021-4-16 5,22.8,91,1010.2,0.6,51.1
18957,6403,2021-4-16 6,22.9,90,1010.7,0.6,72.4
